pc1,pc2,cluster,type,day
1.164,-0.074,3,CASH_OUT,8
1.907,1.78,0,CASH_IN,10
-1.312,-1.201,1,PAYMENT,6
1.557,-1.891,2,TRANSFER,12
1.843,1.669,0,CASH_IN,10
-2.833,1.039,4,PAYMENT,6
-0.461,0.562,4,CASH_OUT,12
-3.416,1.117,4,PAYMENT,12
0.158,-0.182,1,CASH_IN,13
1.733,-1.177,3,TRANSFER,1
1.288,-1.96,2,CASH_OUT,11
-3.458,1.147,4,PAYMENT,14
0.532,-1.752,2,CASH_OUT,14
0.624,-1.775,2,CASH_OUT,10
1.928,1.879,0,CASH_IN,14
1.62,-0.585,3,CASH_OUT,16
-1.979,0.895,4,PAYMENT,1
0.622,1.448,0,CASH_IN,15
-0.421,0.587,4,TRANSFER,15
1.604,-0.937,2,CASH_OUT,8
0.463,-2.967,2,CASH_OUT,1
1.204,1.695,0,CASH_IN,15
-2.764,0.239,1,PAYMENT,11
1.499,-0.244,3,CASH_OUT,14
-2.49,0.817,4,PAYMENT,8
1.463,-0.138,3,CASH_OUT,10
1.511,-1.914,2,TRANSFER,17
-0.782,0.53,4,CASH_OUT,13
-1.261,0.237,1,PAYMENT,2
-2.147,-0.981,1,PAYMENT,7
-1.028,0.367,1,PAYMENT,10
1.305,1.888,0,CASH_IN,1
0.821,-1.857,2,CASH_OUT,7
1.312,1.837,0,CASH_IN,10
1.243,-1.928,2,CASH_OUT,15
1.115,-1.934,2,CASH_OUT,26
0.219,-1.691,2,CASH_OUT,7
1.76,1.532,0,CASH_IN,1
-2.289,0.877,4,PAYMENT,9
1.736,-1.954,2,TRANSFER,24
0.431,-1.747,2,CASH_OUT,7
-2.001,0.805,4,PAYMENT,2
0.957,-1.478,3,CASH_OUT,2
-2.464,1.114,4,PAYMENT,8
-0.095,-0.034,3,CASH_OUT,17
1.058,-1.89,2,CASH_OUT,15
1.379,-1.383,3,CASH_OUT,1
1.319,-0.129,3,CASH_OUT,16
-2.208,1.122,4,PAYMENT,13
-3.22,1.046,4,PAYMENT,1
0.423,0.144,3,CASH_OUT,13
0.154,-1.66,2,CASH_OUT,14
1.581,1.899,0,CASH_IN,13
1.218,-1.931,2,CASH_OUT,11
1.972,-0.193,3,CASH_OUT,8
-1.22,0.442,4,PAYMENT,13
-2.506,0.962,4,PAYMENT,9
-1.561,-1.123,1,PAYMENT,13
1.867,1.383,0,CASH_IN,1
1.117,1.387,3,CASH_IN,12
1.169,-1.945,2,CASH_OUT,6
1.794,-0.142,3,CASH_OUT,8
-2.469,-0.884,1,PAYMENT,17
2.345,0.666,3,CASH_OUT,11
1.799,-0.458,3,CASH_OUT,17
0.396,0.188,3,CASH_OUT,10
1.368,-1.992,2,CASH_OUT,15
-1.883,1.053,4,PAYMENT,13
0.948,1.449,0,CASH_IN,11
2.098,-2.023,2,TRANSFER,16
1.09,-1.38,3,CASH_OUT,9
0.892,-1.142,3,CASH_OUT,1
-2.49,0.934,4,PAYMENT,8
-2.045,0.847,4,PAYMENT,1
-0.321,-2.853,2,CASH_OUT,1
1.719,1.889,0,CASH_IN,8
-2.022,-1.006,1,PAYMENT,2
1.483,1.503,0,CASH_IN,11
1.87,1.416,0,CASH_IN,1
1.717,-1.956,2,TRANSFER,1
0.99,-0.109,3,CASH_OUT,11
1.086,-1.776,2,TRANSFER,6
1.67,1.836,0,CASH_IN,17
-2.883,0.854,4,PAYMENT,9
-2.745,1.106,4,PAYMENT,8
0.349,-1.701,2,CASH_OUT,9
1.15,0.044,3,CASH_OUT,16
1.679,1.647,0,CASH_IN,15
-0.931,0.565,4,CASH_OUT,13
1.755,1.968,0,CASH_IN,14
-0.797,0.134,3,PAYMENT,12
-0.676,0.614,4,CASH_OUT,10
-2.104,0.785,4,PAYMENT,10
1.35,1.828,0,CASH_IN,15
0.923,-0.105,3,CASH_OUT,7
1.084,-1.915,2,CASH_OUT,9
-2.139,0.95,4,PAYMENT,11
-1.938,0.761,4,DEBIT,16
-2.103,1.037,4,PAYMENT,16
0.991,-0.076,3,CASH_OUT,8
2.141,1.35,0,CASH_IN,6
0.499,-1.732,2,CASH_OUT,17
-2.629,1.034,4,PAYMENT,14
2.123,-2.104,2,TRANSFER,2
-2.17,-0.975,1,PAYMENT,10
-2.468,0.798,4,PAYMENT,15
0.05,-1.65,2,CASH_OUT,16
-3.994,1.163,4,PAYMENT,6
-1.793,-1.096,1,PAYMENT,14
2.163,-1.129,2,TRANSFER,7
-2.228,0.845,4,PAYMENT,1
2.072,1.629,0,CASH_IN,10
-1.101,0.217,1,PAYMENT,8
-1.921,-1.053,1,PAYMENT,2
-1.702,-1.115,1,PAYMENT,8
1.817,1.838,0,CASH_IN,14
1.058,-1.947,2,CASH_OUT,10
-1.924,-1.066,1,PAYMENT,12
2.057,-0.515,3,CASH_OUT,11
-0.524,0.16,3,PAYMENT,2
1.638,1.942,0,CASH_IN,6
0.462,-1.758,2,CASH_OUT,6
1.51,-0.074,3,CASH_OUT,8
1.909,-0.381,0,CASH_IN,16
2.377,1.828,0,CASH_IN,6
0.724,-1.795,2,CASH_OUT,8
-1.328,0.196,1,PAYMENT,17
1.152,-1.915,2,CASH_OUT,10
0.92,-0.066,3,CASH_OUT,2
-2.563,1.041,4,PAYMENT,8
0.885,-1.84,2,CASH_OUT,16
1.816,1.86,0,CASH_IN,24
0.87,-1.853,2,CASH_OUT,7
0.859,-1.841,2,CASH_OUT,29
0.655,-0.05,3,CASH_OUT,25
-2.097,0.994,4,PAYMENT,15
1.139,-1.808,2,TRANSFER,17
-4.473,-0.392,1,PAYMENT,8
-2.938,-0.783,1,PAYMENT,6
2.156,1.914,0,CASH_IN,17
-0.911,0.203,3,PAYMENT,9
0.645,-1.776,2,CASH_OUT,11
-2.592,0.974,4,PAYMENT,2
-2.563,0.91,4,PAYMENT,8
1.567,1.934,0,CASH_IN,10
0.742,-1.811,2,CASH_OUT,2
-3.263,1.208,4,PAYMENT,14
1.422,1.83,0,CASH_IN,15
-0.231,-1.565,2,CASH_OUT,11
0.206,-1.688,2,CASH_OUT,14
0.507,1.535,0,CASH_IN,7
2.384,1.043,3,CASH_IN,29
-2.584,1.243,4,PAYMENT,12
0.813,-1.816,2,CASH_OUT,17
0.411,-1.74,2,CASH_OUT,1
1.182,1.737,0,CASH_IN,10
1.626,1.645,0,CASH_IN,10
0.557,-0.069,3,CASH_OUT,16
1.203,1.346,0,CASH_IN,11
-1.745,-1.083,1,PAYMENT,14
-2.398,0.726,4,PAYMENT,15
1.767,-1.973,2,TRANSFER,17
-1.735,-1.114,1,PAYMENT,2
-0.194,0.665,4,CASH_OUT,13
1.079,-1.897,2,CASH_OUT,7
-1.052,-1.284,1,PAYMENT,16
1.332,-0.103,3,CASH_OUT,22
-0.865,0.211,1,PAYMENT,9
-1.12,1.541,4,CASH_IN,10
-0.918,0.256,1,PAYMENT,12
-1.725,0.805,4,CASH_OUT,1
1.411,-0.605,3,CASH_OUT,25
0.545,-0.292,3,CASH_OUT,6
1.601,1.967,0,CASH_IN,15
0.188,-1.661,2,CASH_OUT,6
-2.188,1.182,4,PAYMENT,14
-2.564,0.895,4,PAYMENT,13
0.456,0.353,3,TRANSFER,13
-2.525,0.801,4,PAYMENT,11
-3.5,1.102,4,PAYMENT,9
2.435,1.357,0,CASH_IN,8
-1.921,-1.028,1,PAYMENT,10
-1.372,0.227,1,PAYMENT,1
1.828,-0.238,3,CASH_OUT,17
0.257,-1.565,2,TRANSFER,17
0.87,1.566,0,CASH_IN,12
0.826,-0.06,3,CASH_OUT,11
1.998,0.644,3,CASH_OUT,6
0.673,-3.106,2,CASH_OUT,17
2.112,1.399,0,CASH_IN,22
-1.85,-1.053,1,PAYMENT,13
-2.333,1.075,4,PAYMENT,10
-1.344,-1.2,1,PAYMENT,1
-1.595,-1.114,1,PAYMENT,15
0.829,1.712,0,CASH_IN,15
-3.227,0.953,4,PAYMENT,1
-2.189,0.881,4,PAYMENT,15
-1.243,-1.229,1,PAYMENT,11
0.866,-1.857,2,CASH_OUT,13
0.254,-1.681,2,CASH_OUT,15
2.827,1.099,3,CASH_IN,8
0.136,-1.653,2,CASH_OUT,9
-1.575,-1.126,1,PAYMENT,13
1.858,1.91,0,CASH_IN,7
1.807,1.778,0,CASH_IN,8
1.696,1.929,0,CASH_IN,15
-2.473,1.303,4,PAYMENT,11
1.68,1.508,0,CASH_IN,2
-1.586,-1.141,1,PAYMENT,8
-2.328,0.946,4,PAYMENT,17
0.89,-0.144,3,CASH_OUT,9
2.341,1.797,0,CASH_IN,16
-1.427,-1.189,1,PAYMENT,11
0.808,-1.808,2,CASH_OUT,12
0.727,-0.04,3,CASH_OUT,2
1.027,0.227,3,TRANSFER,10
-1.836,-1.056,1,PAYMENT,15
1.757,-1.97,2,TRANSFER,2
-1.323,-1.177,1,PAYMENT,13
-0.626,0.066,3,PAYMENT,15
-2.771,-0.818,1,PAYMENT,6
1.832,2.075,0,CASH_IN,11
1.167,0.061,3,CASH_OUT,15
0.337,1.56,0,CASH_IN,25
-2.393,1.022,4,PAYMENT,14
-2.254,-0.95,1,PAYMENT,16
2.432,1.314,3,CASH_IN,15
3.036,1.419,3,CASH_IN,6
1.878,1.352,0,CASH_IN,1
0.632,-1.792,2,CASH_OUT,16
-0.287,0.591,4,CASH_OUT,7
0.681,1.339,0,CASH_IN,7
0.624,-0.517,3,CASH_IN,8
1.75,-1.948,2,TRANSFER,8
0.966,-0.142,3,CASH_OUT,17
0.061,0.073,3,CASH_OUT,17
0.504,-1.74,2,CASH_OUT,16
0.504,0.104,3,CASH_OUT,12
-2.246,1.094,4,PAYMENT,17
1.057,-1.779,2,TRANSFER,2
-1.949,-1.049,1,PAYMENT,2
2.147,-2.066,2,TRANSFER,8
1.105,-0.13,3,CASH_OUT,8
-0.838,-0.275,1,PAYMENT,7
1.263,-1.95,2,CASH_OUT,13
-0.328,0.75,4,CASH_OUT,6
-1.137,0.078,1,PAYMENT,1
-0.977,-1.279,1,PAYMENT,12
1.39,-0.09,3,CASH_OUT,2
-2.192,-0.98,1,PAYMENT,10
0.167,-1.665,2,CASH_OUT,11
-1.766,-1.071,1,PAYMENT,8
-1.795,-1.085,1,PAYMENT,8
1.759,-0.133,3,CASH_OUT,10
2.113,1.75,0,CASH_IN,15
-3.094,1.208,4,PAYMENT,1
-2.877,0.917,4,PAYMENT,9
1.539,-1.916,2,TRANSFER,7
0.853,-1.824,2,CASH_OUT,13
1.35,1.883,0,CASH_IN,23
0.1,0.206,3,CASH_OUT,25
-2.238,1.112,4,PAYMENT,2
0.875,-1.822,2,CASH_OUT,1
1.263,-1.951,2,CASH_OUT,10
0.673,-2.857,2,TRANSFER,7
1.842,0.029,3,TRANSFER,11
0.668,-1.677,2,TRANSFER,15
0.903,-0.13,3,CASH_OUT,15
-0.346,-1.524,2,CASH_OUT,1
-1.616,-1.102,1,PAYMENT,9
2.043,0.017,3,TRANSFER,8
0.506,-1.779,2,CASH_OUT,15
-2.037,1.162,4,PAYMENT,11
0.799,1.658,0,CASH_IN,13
-1.65,-1.104,1,PAYMENT,10
-2.857,-0.817,1,PAYMENT,2
-0.967,-1.288,1,PAYMENT,14
-1.528,0.132,1,PAYMENT,9
1.621,1.32,0,CASH_IN,2
-1.572,-1.113,1,PAYMENT,8
-2.416,-0.909,1,PAYMENT,7
1.714,-0.179,3,CASH_OUT,8
-2.528,1.215,4,PAYMENT,15
0.818,1.941,0,TRANSFER,1
0.701,1.883,0,CASH_IN,15
1.615,1.709,0,CASH_IN,7
-1.727,-1.116,1,PAYMENT,11
-1.521,-1.133,1,PAYMENT,11
1.334,-0.118,3,CASH_OUT,12
-1.047,-1.325,1,PAYMENT,17
-0.418,0.223,3,CASH_OUT,15
2.3,1.298,3,CASH_IN,2
-2.695,0.757,4,CASH_OUT,9
1.36,1.796,0,CASH_IN,12
0.555,1.363,0,CASH_IN,6
1.201,-0.345,2,CASH_IN,1
1.768,-0.1,3,CASH_OUT,10
2.102,1.344,0,CASH_IN,14
1.258,-1.956,2,CASH_OUT,6
-2.026,0.894,4,PAYMENT,17
0.334,-1.692,2,CASH_OUT,7
1.817,0.606,3,CASH_OUT,7
0.954,-0.087,3,CASH_OUT,1
-2.684,0.997,4,PAYMENT,15
-2.549,0.871,4,PAYMENT,12
1.208,-0.522,3,CASH_OUT,17
-2.631,0.674,4,PAYMENT,18
1.136,1.562,0,CASH_IN,12
1.77,1.735,0,CASH_IN,17
0.242,-2.94,2,CASH_OUT,1
1.083,-1.809,2,TRANSFER,30
-1.467,0.352,1,PAYMENT,23
-0.029,-1.622,2,CASH_OUT,17
-1.223,-1.206,1,PAYMENT,2
0.83,-0.027,3,CASH_OUT,16
2.285,1.264,3,CASH_IN,11
-1.313,-1.211,1,PAYMENT,17
1.815,0.961,3,CASH_IN,11
1.66,1.897,0,CASH_IN,6
-1.565,0.545,4,CASH_OUT,7
-1.652,-1.117,1,PAYMENT,12
0.513,-0.02,3,CASH_OUT,1
2.368,1.029,3,CASH_IN,12
-2.123,1.003,4,PAYMENT,11
1.132,1.519,0,CASH_IN,11
1.021,1.138,3,CASH_OUT,6
1.691,-0.104,3,CASH_OUT,17
0.396,-1.087,3,CASH_OUT,6
1.693,1.529,0,CASH_IN,14
1.931,-0.049,3,TRANSFER,2
1.551,-1.902,2,TRANSFER,6
0.855,-1.846,2,CASH_OUT,15
-2.654,1.132,4,PAYMENT,4
1.868,2.031,0,CASH_IN,11
1.497,1.807,0,CASH_IN,8
1.644,-1.917,2,TRANSFER,6
1.16,0.058,3,CASH_OUT,17
0.999,-0.128,3,CASH_OUT,16
2.382,0.037,3,TRANSFER,17
1.848,-0.186,3,CASH_OUT,24
-0.486,0.644,4,CASH_OUT,24
-2.35,0.823,4,PAYMENT,14
0.967,-0.175,3,CASH_OUT,9
-2.912,0.842,4,PAYMENT,6
0.985,-1.868,2,CASH_OUT,15
-2.514,0.923,4,PAYMENT,13
-2.493,0.886,4,PAYMENT,29
1.762,1.923,0,CASH_IN,13
1.312,-1.947,2,CASH_OUT,10
2.044,1.703,0,CASH_IN,9
2.545,1.303,0,CASH_IN,14
-1.38,-1.173,1,PAYMENT,2
0.806,-1.818,2,CASH_OUT,29
-2.41,1.005,4,PAYMENT,16
1.99,-1.159,3,TRANSFER,2
0.331,0.197,3,CASH_OUT,10
-2.437,1.187,4,PAYMENT,2
0.687,-1.775,2,CASH_OUT,13
-0.388,-2.859,2,CASH_OUT,1
-1.344,-1.178,1,PAYMENT,15
-0.754,0.651,4,CASH_OUT,14
0.143,-1.659,2,CASH_OUT,8
1.772,1.12,3,CASH_IN,17
1.235,-0.142,3,CASH_OUT,13
2.172,-2.081,2,TRANSFER,8
-2.243,1.087,4,PAYMENT,7
0.565,0.091,3,CASH_OUT,14
1.432,1.346,0,CASH_IN,2
-1.563,-1.112,1,PAYMENT,10
1.072,0.024,3,CASH_OUT,8
-2.938,0.909,4,PAYMENT,25
1.262,-0.386,3,CASH_OUT,25
-2.748,0.999,4,PAYMENT,7
0.865,-1.205,3,CASH_IN,2
1.085,-1.896,2,CASH_OUT,2
0.996,-1.75,2,TRANSFER,11
1.644,1.827,0,CASH_IN,9
-1.683,-1.081,1,PAYMENT,13
1.772,1.442,0,CASH_IN,8
-1.488,0.329,1,PAYMENT,11
-0.02,-0.487,3,CASH_IN,1
1.04,1.498,0,CASH_IN,2
0.39,-1.718,2,CASH_OUT,6
1.746,-0.111,3,CASH_OUT,10
2.187,1.178,3,CASH_IN,11
1.408,-1.859,2,TRANSFER,7
0.94,-1.87,2,CASH_OUT,2
0.972,0.022,3,CASH_OUT,6
0.298,-1.719,2,CASH_OUT,16
1.395,1.905,0,CASH_IN,1
-2.004,-1.014,1,PAYMENT,16
-0.602,0.59,4,CASH_OUT,14
-1.999,-1.047,1,PAYMENT,16
-3.688,1.021,4,PAYMENT,25
1.146,-1.158,3,CASH_OUT,9
1.559,-0.449,3,CASH_OUT,11
0.523,-2.683,2,CASH_OUT,1
-2.328,0.953,4,PAYMENT,12
0.785,-0.045,3,CASH_OUT,11
-1.491,-1.159,1,PAYMENT,9
-2.619,0.979,4,PAYMENT,14
1.329,-1.844,2,TRANSFER,2
2.07,1.351,0,CASH_IN,16
-2.105,1.037,4,PAYMENT,2
1.41,1.998,0,CASH_IN,13
-2.563,0.994,4,PAYMENT,10
1.776,1.927,0,CASH_IN,2
-0.025,-1.592,2,CASH_OUT,11
-1.45,-1.18,1,PAYMENT,12
-0.695,1.468,0,CASH_IN,9
1.717,-0.257,3,CASH_OUT,11
-1.132,-1.243,1,PAYMENT,15
1.621,-0.158,3,CASH_OUT,7
0.903,-0.496,3,CASH_OUT,14
1.254,-1.934,2,CASH_OUT,17
-2.319,1.009,4,PAYMENT,1
1.545,-0.111,3,CASH_OUT,7
1.797,1.91,0,CASH_IN,1
1.556,-0.17,3,CASH_OUT,15
-1.479,0.606,4,TRANSFER,16
-3.068,0.972,4,PAYMENT,25
-1.997,-1.044,1,PAYMENT,16
1.922,1.867,0,CASH_IN,7
1.795,1.761,0,CASH_IN,8
2.399,1.087,3,CASH_IN,13
2.881,-0.133,3,TRANSFER,13
-0.573,0.623,4,CASH_OUT,2
0.657,1.436,0,CASH_IN,9
1.242,-1.3,3,CASH_OUT,6
0.446,-1.645,2,TRANSFER,12
0.717,-1.829,2,CASH_OUT,14
-1.737,-1.099,1,PAYMENT,1
1.385,-0.559,3,TRANSFER,16
1.256,-1.938,2,CASH_OUT,15
-2.836,1.035,4,PAYMENT,9
0.123,-1.68,2,CASH_OUT,10
-0.712,0.701,4,CASH_OUT,10
0.727,-1.795,2,CASH_OUT,8
-2.858,0.896,4,PAYMENT,6
-1.935,0.238,4,CASH_OUT,6
-0.844,0.45,4,CASH_OUT,17
0.768,-0.094,3,CASH_OUT,7
1.43,1.115,3,CASH_IN,10
1.701,2.038,0,CASH_IN,10
-3.408,1.145,4,PAYMENT,16
1.664,-0.515,3,CASH_OUT,15
1.697,0.043,3,TRANSFER,12
1.686,1.709,0,CASH_IN,6
-2.722,1.029,4,PAYMENT,1
1.702,-0.932,2,CASH_OUT,1
2.048,1.811,0,CASH_IN,13
-2.236,-0.976,1,PAYMENT,2
-2.968,0.849,4,PAYMENT,1
-2.411,1.273,4,PAYMENT,1
-3.674,1.272,4,PAYMENT,7
1.709,-0.145,3,CASH_OUT,7
1.979,-0.295,3,CASH_OUT,1
-0.788,0.579,4,CASH_OUT,9
-2.194,-0.983,1,PAYMENT,11
1.439,1.995,0,CASH_IN,13
-0.058,-1.161,3,TRANSFER,1
-0.306,-2.824,2,CASH_OUT,1
1.221,1.035,3,CASH_IN,9
-2.571,1.043,4,PAYMENT,7
0.964,-1.875,2,CASH_OUT,23
-1.32,-1.191,1,PAYMENT,12
-1.74,-1.088,1,PAYMENT,8
0.49,-1.747,2,CASH_OUT,2
0.928,0.058,3,CASH_OUT,11
-3.034,1.11,4,PAYMENT,1
0.883,-0.089,3,CASH_OUT,10
1.328,1.188,0,CASH_IN,16
1.947,1.91,0,CASH_IN,14
1.186,-0.049,3,CASH_OUT,8
0.61,0.003,3,CASH_OUT,13
-2.542,-0.898,1,PAYMENT,17
1.237,1.842,0,CASH_IN,15
0.466,-1.265,3,CASH_OUT,1
0.595,1.407,0,CASH_IN,7
-1.066,-1.274,1,PAYMENT,14
1.006,-1.875,2,CASH_OUT,1
-2.711,0.866,4,PAYMENT,2
0.624,-1.787,2,CASH_OUT,12
0.396,0.143,3,TRANSFER,19
1.859,1.801,0,CASH_IN,8
-2.411,0.72,4,PAYMENT,8
-0.837,0.007,4,DEBIT,10
0.961,-0.042,3,CASH_OUT,25
2.581,1.394,3,CASH_IN,11
1.656,-0.121,3,CASH_OUT,15
-2.14,0.955,4,PAYMENT,6
1.225,-0.148,3,CASH_OUT,12
-2.562,1.065,4,PAYMENT,22
-0.671,0.554,4,CASH_OUT,8
1.504,1.681,0,CASH_IN,2
0.163,0.072,3,PAYMENT,14
0.698,-1.796,2,CASH_OUT,8
0.88,-1.856,2,CASH_OUT,11
-1.438,-1.158,1,PAYMENT,7
0.739,-1.795,2,CASH_OUT,29
-1.895,-1.048,1,PAYMENT,17
1.627,1.461,3,CASH_IN,10
2.303,1.273,3,CASH_IN,7
1.118,-0.027,3,CASH_OUT,6
0.877,-1.899,2,CASH_OUT,7
1.046,-1.876,2,CASH_OUT,6
-2.379,0.897,4,PAYMENT,4
-2.296,0.876,4,PAYMENT,13
2.495,1.276,3,CASH_IN,7
-1.628,-1.134,1,PAYMENT,16
0.869,-1.736,2,TRANSFER,7
1.651,1.79,0,CASH_IN,6
0.001,-0.581,3,CASH_IN,6
1.632,1.43,3,CASH_IN,9
0.722,-1.815,2,CASH_OUT,11
1.14,1.84,0,CASH_IN,20
1.439,1.402,0,CASH_IN,14
1.542,-0.373,2,CASH_IN,1
-2.157,-0.985,1,PAYMENT,9
-1.795,0.912,4,PAYMENT,17
1.361,1.873,0,CASH_IN,11
-1.383,-1.207,1,PAYMENT,2
-1.242,-1.211,1,PAYMENT,14
1.432,-0.558,3,CASH_OUT,2
1.149,-1.899,2,CASH_OUT,12
-2.331,0.82,4,PAYMENT,11
-2.818,-0.835,1,PAYMENT,9
-1.867,-1.063,1,PAYMENT,14
-1.6,0.651,4,CASH_OUT,17
-2.871,-0.793,1,PAYMENT,10
1.379,-1.995,2,CASH_OUT,1
-2.278,-0.64,4,DEBIT,1
1.382,-1.842,2,TRANSFER,11
1.044,0.004,3,CASH_OUT,13
1.172,-1.926,2,CASH_OUT,8
-1.023,-1.267,1,PAYMENT,12
-0.674,-0.031,3,PAYMENT,10
-1.715,-1.119,1,PAYMENT,11
-2.199,-0.975,1,PAYMENT,29
-1.118,0.72,4,CASH_OUT,15
0.911,-1.853,2,CASH_OUT,11
0.85,-0.054,3,CASH_OUT,12
-0.964,0.333,1,PAYMENT,12
1.813,1.434,0,CASH_IN,15
2.113,1.79,0,CASH_IN,16
0.765,0.08,3,CASH_OUT,16
1.244,-0.108,3,CASH_OUT,7
-2.292,0.955,4,PAYMENT,7
0.07,-2.651,2,CASH_OUT,1
2.29,0.946,3,CASH_IN,12
1.579,-0.319,3,CASH_OUT,1
0.782,-1.816,2,CASH_OUT,2
1.679,1.908,0,CASH_IN,17
1.544,1.472,3,CASH_IN,13
1.558,-0.034,3,TRANSFER,10
-0.24,-1.582,2,CASH_OUT,2
-1.432,-1.159,1,PAYMENT,15
-2.139,1.024,4,PAYMENT,11
-1.408,-1.165,1,PAYMENT,9
1.299,-1.95,2,CASH_OUT,7
0.966,-0.111,3,CASH_OUT,16
0.298,-1.718,2,CASH_OUT,14
1.687,1.914,0,CASH_IN,17
1.829,1.731,0,CASH_IN,17
1.852,-1.994,2,TRANSFER,17
0.155,-1.656,2,CASH_OUT,23
-2.163,1.117,4,PAYMENT,1
-2.74,1.103,4,PAYMENT,15
-0.467,0.7,4,CASH_OUT,13
0.757,-1.805,2,CASH_OUT,6
-0.496,-1.522,2,CASH_OUT,8
2.523,0.871,3,CASH_OUT,2
2.961,1.286,3,CASH_IN,17
-0.509,0.181,1,PAYMENT,12
-2.112,0.776,4,PAYMENT,10
1.506,0.537,3,CASH_IN,21
-2.732,-0.857,1,PAYMENT,15
-0.227,0.216,3,PAYMENT,15
-1.653,0.294,1,PAYMENT,2
0.584,-0.022,3,CASH_OUT,8
-0.392,0.133,3,CASH_OUT,14
-2.483,1.195,4,PAYMENT,8
2.667,1.293,3,CASH_IN,13
1.09,-0.084,3,CASH_OUT,9
0.267,-1.691,2,CASH_OUT,15
-1.533,-1.134,1,PAYMENT,15
-1.25,-1.202,1,PAYMENT,13
1.027,-1.894,2,CASH_OUT,8
-1.412,-1.165,1,PAYMENT,28
0.753,1.694,0,CASH_IN,9
-0.771,-1.346,1,PAYMENT,12
-0.438,0.691,4,CASH_OUT,29
-2.823,-0.823,1,PAYMENT,2
0.88,-1.855,2,CASH_OUT,9
1.266,-0.106,3,CASH_OUT,9
2.333,1.737,0,CASH_IN,12
-2.709,1.061,4,PAYMENT,13
-1.45,-1.183,1,PAYMENT,16
-2.32,0.99,4,PAYMENT,6
0.386,0.165,3,CASH_OUT,7
-2.543,1.134,4,PAYMENT,7
-1.614,1.046,4,DEBIT,1
-0.629,0.523,4,CASH_OUT,12
-1.276,-1.199,1,PAYMENT,10
-2.881,1.101,4,PAYMENT,8
1.829,1.664,0,CASH_IN,6
-2.074,0.903,4,PAYMENT,10
1.691,-0.766,3,CASH_OUT,13
0.643,-1.809,2,CASH_OUT,16
-2.366,0.934,4,PAYMENT,11
0.623,0.092,3,CASH_OUT,12
-0.222,-2.702,2,CASH_OUT,1
1.583,1.481,3,CASH_IN,25
0.601,-1.774,2,CASH_OUT,15
1.019,-1.887,2,CASH_OUT,15
0.563,0.111,3,CASH_OUT,6
0.76,-0.68,2,CASH_OUT,1
0.562,-1.782,2,CASH_OUT,2
1.317,-1.98,2,CASH_OUT,6
1.515,1.852,0,CASH_IN,2
-0.448,-1.498,2,CASH_OUT,17
1.484,1.904,0,CASH_IN,8
0.486,-2.799,2,TRANSFER,12
1.599,-0.128,3,CASH_OUT,6
-2.441,1.197,4,PAYMENT,8
1.027,1.367,0,CASH_IN,15
2.266,1.893,0,CASH_IN,7
0.631,0.157,3,TRANSFER,9
1.487,-1.899,2,TRANSFER,8
-2.223,1.008,4,PAYMENT,12
0.899,-0.201,3,CASH_OUT,15
1.389,1.927,0,CASH_IN,10
-2.039,-1.019,1,PAYMENT,7
0.234,0.235,3,TRANSFER,13
1.775,1.972,0,CASH_IN,6
-1.995,0.962,4,CASH_OUT,12
-0.98,0.449,4,CASH_OUT,9
1.995,0.092,3,TRANSFER,10
0.612,-1.765,2,CASH_OUT,1
1.779,1.98,0,CASH_IN,2
-0.803,-0.052,3,PAYMENT,22
1.527,2.02,0,CASH_IN,7
1.13,-0.226,3,TRANSFER,1
1.779,1.78,0,CASH_IN,23
2.019,1.676,0,CASH_IN,14
1.517,-0.387,2,CASH_IN,2
-2.165,-1.001,1,PAYMENT,1
2.039,1.518,0,CASH_IN,16
-1.051,-1.281,1,PAYMENT,10
0.777,0.014,3,CASH_OUT,7
1.003,1.677,0,CASH_IN,14
0.31,-0.083,3,CASH_OUT,10
-1.003,0.266,1,PAYMENT,10
1.611,1.469,3,CASH_IN,16
2.111,1.711,0,CASH_IN,13
-1.47,-1.153,1,PAYMENT,6
0.624,1.636,0,CASH_IN,29
2.124,-0.24,3,CASH_OUT,8
0.047,0.116,3,CASH_OUT,17
-2.928,1.188,4,PAYMENT,2
1.045,0.217,3,TRANSFER,17
1.869,-1.992,2,TRANSFER,14
-1.419,-1.159,1,PAYMENT,9
1.719,-0.218,3,CASH_OUT,12
-0.236,0.623,4,CASH_OUT,22
1.439,2.001,0,CASH_IN,17
0.624,-1.755,2,CASH_OUT,6
2.021,1.815,0,CASH_IN,7
1.632,-0.041,3,TRANSFER,10
-1.595,-1.143,1,PAYMENT,9
-2.257,0.881,4,PAYMENT,17
1.124,-1.807,2,TRANSFER,10
-2.604,-0.9,1,PAYMENT,1
-2.337,1.09,4,PAYMENT,16
1.403,-0.051,3,CASH_OUT,16
-2.812,0.792,4,PAYMENT,10
-0.202,0.644,4,CASH_OUT,1
1.782,1.962,0,CASH_IN,2
-1.512,-1.132,1,PAYMENT,9
1.355,-1.838,2,TRANSFER,8
0.814,-1.813,2,CASH_OUT,16
-2.906,1.024,4,PAYMENT,8
1.532,-0.234,3,TRANSFER,6
-1.801,-1.062,1,PAYMENT,10
1.699,-1.926,2,TRANSFER,11
0.489,-1.645,2,TRANSFER,2
1.789,-0.984,2,CASH_OUT,8
-2.135,1.03,4,PAYMENT,1
-1.955,-1.033,1,PAYMENT,23
-2.457,0.894,4,PAYMENT,6
